Date/Time,Command,Status/Mode,Power(raw),Stable/Total(sec),Min/Max(C),Temp(C),Ambient(C)
2022-10-08 15:30:02,SET '=OFFSET 0.00',IDLE/OFF,0,0/0,0.0/-1,25.25,26.62
2022-10-08 15:30:02,SET '+OFFSET -0.00',IDLE/OFF,0,0/0,60.0/-1,25.25,26.62
2022-10-08 15:30:02,SET '-OFFSET 0.00',IDLE/OFF,0,0/0,60.0/-1,25.25,26.62
2022-10-08 15:30:03,SET '25',CYCLE/IDLE,1,0/0,60.0/-1,25.25,26.62
2022-10-08 15:30:06,GET,STABLE/COOL,-26,0/3,24.94/25.38,25.14,26.56
2022-10-08 15:30:10,GET,STABLE/COOL,-22,0/7,25.19/25.48,25.37,26.62
2022-10-08 15:30:13,GET,STABLE/COOL,-26,0/10,25.26/25.49,25.49,26.62
2022-10-08 15:30:17,GET,STABLE/COOL,-26,0/14,25.26/25.47,25.47,26.62
2022-10-08 15:30:20,GET,STABLE/COOL,-26,0/17,25.28/25.44,25.35,26.62
2022-10-08 15:30:24,GET,STABLE/COOL,-26,0/21,25.42/25.5,25.5,26.62
2022-10-08 15:30:27,GET,STABLE/COOL,-27,0/24,25.31/25.49,25.49,26.62
2022-10-08 15:30:31,GET,STABLE/COOL,-27,0/28,25.26/25.5,25.38,26.69
2022-10-08 15:30:34,GET,STABLE/COOL,-27,0/31,25.29/25.45,25.29,26.62
2022-10-08 15:30:37,GET,STABLE/COOL,-27,0/35,25.35/25.49,25.49,26.62
2022-10-08 15:30:41,GET,STABLE/COOL,-27,0/38,25.3/25.5,25.3,26.62
2022-10-08 15:30:45,GET,STABLE/COOL,-27,0/42,25.33/25.46,25.35,26.62
2022-10-08 15:30:49,GET,STABLE/COOL,-27,0/46,25.37/25.48,25.48,26.62
2022-10-08 15:30:53,GET,STABLE/COOL,-28,0/50,25.12/25.49,25.37,26.62
2022-10-08 15:30:56,GET,STABLE/COOL,-28,0/53,25.34/25.48,25.43,26.62
2022-10-08 15:31:00,GET,STABLE/COOL,-28,0/57,25.29/25.42,25.4,26.62
2022-10-08 15:31:03,GET,STABLE/COOL,-28,0/60,25.45/25.5,25.5,26.62
2022-10-08 15:31:06,GET,STABLE/COOL,-28,0/64,25.37/25.5,25.49,26.62
2022-10-08 15:31:10,GET,STABLE/COOL,-28,0/67,25.31/25.5,25.45,26.62
2022-10-08 15:31:13,GET,STABLE/COOL,-28,0/71,25.3/25.48,25.4,26.62
2022-10-08 15:31:17,GET,STABLE/COOL,-29,0/74,25.29/25.46,25.35,26.56
2022-10-08 15:31:20,GET,STABLE/COOL,-25,0/77,25.33/25.43,25.42,26.62
2022-10-08 15:31:24,GET,STABLE/COOL,-29,0/81,25.31/25.49,25.33,26.62
2022-10-08 15:31:27,GET,STABLE/COOL,-29,0/84,25.26/25.41,25.38,26.62
2022-10-08 15:31:31,GET,STABLE/COOL,-29,0/88,25.3/25.47,25.36,26.62
2022-10-08 15:31:34,GET,STABLE/COOL,-29,0/91,25.31/25.48,25.36,26.62
2022-10-08 15:31:37,GET,STABLE/COOL,-29,0/95,25.28/25.47,25.32,26.62
2022-10-08 15:31:41,GET,STABLE/COOL,-29,0/98,25.37/25.49,25.43,26.62
2022-10-08 15:31:45,GET,STABLE/COOL,-30,0/102,25.26/25.48,25.44,26.62
2022-10-08 15:31:48,GET,STABLE/COOL,-30,0/105,25.3/25.45,25.35,26.62
2022-10-08 15:31:52,GET,STABLE/COOL,-30,0/109,25.3/25.42,25.33,26.62
2022-10-08 15:31:55,GET,STABLE/COOL,-30,0/112,25.36/25.48,25.48,26.62
2022-10-08 15:31:58,GET,STABLE/COOL,-28,0/116,23.8/25.49,24.64,26.62
2022-10-08 15:32:04,GET,STABLE/COOL,-27,0/121,23.94/25.39,25.39,26.62
2022-10-08 15:32:07,GET,STABLE/COOL,-27,0/125,25.03/25.46,25.35,26.62
2022-10-08 15:32:11,GET,STABLE/COOL,-27,0/128,25.27/25.43,25.41,26.62
2022-10-08 15:32:14,GET,STABLE/COOL,-27,0/131,25.27/25.47,25.36,26.69
2022-10-08 15:32:18,GET,STABLE/COOL,-27,0/136,25.36/25.47,25.43,26.62
2022-10-08 15:32:23,GET,STABLE/COOL,-28,0/140,25.27/25.48,25.44,26.62
2022-10-08 15:32:27,GET,STABLE/COOL,-28,0/144,25.26/25.47,25.47,26.69
2022-10-08 15:32:30,GET,STABLE/COOL,-28,0/148,25.33/25.43,25.33,26.62
2022-10-08 15:32:34,GET,STABLE/COOL,-28,0/151,25.33/25.46,25.33,26.62
2022-10-08 15:32:37,GET,STABLE/COOL,-28,0/154,25.33/25.48,25.48,26.62
2022-10-08 15:32:42,GET,STABLE/COOL,-28,0/159,25.34/25.5,25.42,26.62
2022-10-08 15:32:46,GET,STABLE/COOL,-28,0/163,25.13/25.42,25.13,26.62
2022-10-08 15:32:49,GET,STABLE/COOL,-28,0/166,25.32/25.41,25.33,26.69
2022-10-08 15:32:53,GET,STABLE/COOL,-29,0/170,25.29/25.49,25.37,26.62
2022-10-08 15:32:56,GET,STABLE/COOL,-29,0/173,25.28/25.42,25.42,26.69
2022-10-08 15:33:00,GET,STABLE/COOL,-29,0/177,25.3/25.46,25.46,26.69
2022-10-08 15:33:03,GET,STABLE/COOL,-29,0/180,25.29/25.49,25.29,26.62
2022-10-08 15:33:07,GET,STABLE/COOL,-29,0/184,25.28/25.49,25.28,26.62
2022-10-08 15:33:10,GET,STABLE/COOL,-29,0/187,25.31/25.47,25.4,26.69
2022-10-08 15:33:13,GET,STABLE/COOL,-29,0/191,25.45/25.5,25.5,26.62
2022-10-08 15:33:17,GET,STABLE/COOL,-30,0/194,25.37/25.5,25.5,26.62
2022-10-08 15:33:20,GET,STABLE/COOL,-30,0/198,25.37/25.49,25.37,26.69
2022-10-08 15:33:24,GET,STABLE/COOL,-30,0/201,25.37/25.49,25.44,26.62
2022-10-08 15:33:27,GET,STABLE/COOL,-30,0/205,25.47/25.5,25.5,26.69
2022-10-08 15:33:31,GET,STABLE/COOL,-30,0/208,25.34/25.5,25.46,26.69
2022-10-08 15:33:35,GET,STABLE/COOL,-30,0/212,25.37/25.5,25.43,26.69
2022-10-08 15:33:39,GET,STABLE/COOL,-31,0/216,25.37/25.5,25.44,26.62
2022-10-08 15:33:42,GET,STABLE/COOL,-31,0/219,25.47/25.5,25.5,26.69
2022-10-08 15:33:45,GET,STABLE/COOL,-31,0/223,25.28/25.5,25.28,26.69
2022-10-08 15:33:49,GET,STABLE/COOL,-31,0/226,25.27/25.47,25.36,26.69
2022-10-08 15:33:52,GET,STABLE/COOL,-31,0/230,25.34/25.49,25.37,26.69
2022-10-08 15:33:56,GET,STABLE/COOL,-31,0/233,25.27/25.44,25.42,26.62
2022-10-08 15:33:59,GET,STABLE/COOL,-31,0/237,25.36/25.49,25.49,26.69
2022-10-08 15:34:03,GET,STABLE/COOL,-32,0/240,25.34/25.5,25.36,26.69
2022-10-08 15:34:06,GET,STABLE/COOL,-32,0/243,25.3/25.45,25.42,26.69
2022-10-08 15:34:10,GET,STABLE/COOL,-32,0/247,25.31/25.49,25.31,26.69
2022-10-08 15:34:13,GET,STABLE/COOL,-32,0/250,25.25/25.28,25.25,26.69
2022-10-08 15:34:17,GET,STABLE/COOL,-32,0/254,25.25/25.48,25.36,26.69
2022-10-08 15:34:21,GET,STABLE/COOL,-32,0/258,25.37/25.48,25.47,26.69
2022-10-08 15:34:24,GET,STABLE/COOL,-32,0/261,25.48/25.5,25.5,26.69
2022-10-08 15:34:27,GET,STABLE/COOL,-32,0/265,25.34/25.44,25.42,26.69
2022-10-08 15:34:31,GET,STABLE/COOL,-33,0/268,25.3/25.49,25.3,26.69
2022-10-08 15:34:34,GET,STABLE/COOL,-33,0/271,25.34/25.47,25.42,26.69
2022-10-08 15:34:38,GET,STABLE/COOL,-33,0/275,25.29/25.48,25.48,26.75
2022-10-08 15:34:41,GET,STABLE/COOL,-33,0/278,25.28/25.44,25.42,26.69
2022-10-08 15:34:44,GET,STABLE/COOL,-33,0/282,25.34/25.49,25.49,26.69
2022-10-08 15:34:48,GET,STABLE/COOL,-33,0/285,25.37/25.5,25.44,26.75
2022-10-08 15:34:52,GET,STABLE/COOL,-33,0/289,25.37/25.5,25.47,26.75
2022-10-08 15:34:55,GET,STABLE/COOL,-34,0/292,25.34/25.48,25.36,26.69
2022-10-08 15:34:58,GET,STABLE/COOL,-34,0/296,25.37/25.5,25.37,26.75
2022-10-08 15:35:02,GET,STABLE/COOL,-34,0/299,25.02/25.44,25.41,26.69
2022-10-08 15:35:06,GET,STABLE/COOL,-34,0/303,24.85/25.44,24.97,26.75
2022-10-08 15:35:09,GET,STABLE/COOL,-34,0/306,25.24/25.46,25.46,26.69
2022-10-08 15:35:13,GET,STABLE/COOL,-34,0/310,25.48/25.5,25.5,26.69
2022-10-08 15:35:17,GET,STABLE/COOL,-34,0/314,25.5/25.5,25.5,26.81
2022-10-08 15:35:22,GET,STABLE/COOL,-35,0/319,25.5/25.5,25.5,26.75
2022-10-08 15:35:25,GET,STABLE/COOL,-35,0/322,25.5/25.5,25.5,26.75
2022-10-08 15:35:28,GET,STABLE/COOL,-35,0/326,25.38/25.5,25.48,26.75
2022-10-08 15:35:32,GET,STABLE/COOL,-35,0/329,25.37/25.49,25.49,26.75
2022-10-08 15:35:35,GET,STABLE/COOL,-35,0/333,25.27/25.5,25.38,26.75
2022-10-08 15:35:39,GET,STABLE/COOL,-35,0/336,25.07/25.49,25.37,26.75
2022-10-08 15:35:43,GET,STABLE/COOL,-36,0/340,25.36/25.5,25.5,26.81
2022-10-08 15:35:46,GET,STABLE/COOL,-36,0/344,25.25/25.5,25.37,26.75
2022-10-08 15:35:51,GET,STABLE/COOL,-36,0/348,24.95/25.41,25.4,26.75
2022-10-08 15:35:55,GET,STABLE/COOL,-36,0/352,25.36/25.49,25.49,26.81
2022-10-08 15:35:59,GET,STABLE/COOL,-36,0/356,24.75/25.5,25.42,26.81
2022-10-08 15:36:02,GET,STABLE/COOL,-36,0/360,25.37/25.5,25.44,26.81
2022-10-08 15:36:06,GET,STABLE/COOL,-36,0/363,25.37/25.5,25.37,26.75
2022-10-08 15:36:09,GET,STABLE/COOL,-37,0/366,25.37/25.5,25.37,26.81
2022-10-08 15:36:13,GET,STABLE/COOL,-37,0/370,25.44/25.5,25.5,26.81
2022-10-08 15:36:16,GET,STABLE/COOL,-37,0/373,25.5/25.5,25.5,26.81
2022-10-08 15:36:20,GET,STABLE/COOL,-37,0/377,25.5/25.5,25.5,26.81
2022-10-08 15:36:24,GET,STABLE/COOL,-37,0/381,25.5/25.5,25.5,26.81
2022-10-08 15:36:27,GET,STABLE/COOL,-37,0/384,25.38/25.5,25.47,26.81
2022-10-08 15:36:30,GET,STABLE/COOL,-37,0/388,25.37/25.5,25.44,26.81
2022-10-08 15:36:34,GET,STABLE/COOL,-38,0/391,25.47/25.5,25.5,26.81
2022-10-08 15:36:37,GET,STABLE/COOL,-38,0/394,25.5/25.5,25.5,26.81
2022-10-08 15:36:42,GET,STABLE/COOL,-38,0/399,25.5/25.5,25.5,26.81
2022-10-08 15:36:46,GET,STABLE/COOL,-38,0/404,25.5/25.5,25.5,26.81
2022-10-08 15:36:50,GET,STABLE/COOL,-38,0/407,25.5/25.5,25.5,26.88
2022-10-08 15:36:53,GET,STABLE/COOL,-42,0/410,25.38/25.5,25.49,26.81
2022-10-08 15:36:57,GET,STABLE/COOL,-39,0/414,25.37/25.5,25.44,26.81
2022-10-08 15:37:00,GET,STABLE/COOL,-39,0/418,25.37/25.49,25.48,26.81
2022-10-08 15:37:05,GET,STABLE/COOL,-39,0/422,25.49/25.5,25.5,26.88
2022-10-08 15:37:08,GET,STABLE/COOL,-43,0/426,25.37/25.5,25.49,26.81
2022-10-08 15:37:12,GET,STABLE/COOL,-39,0/429,25.5/25.5,25.5,26.81
2022-10-08 15:37:15,GET,STABLE/COOL,-40,0/432,25.5/25.5,25.5,26.88
2022-10-08 15:37:19,GET,STABLE/COOL,-44,0/436,25.34/25.48,25.48,26.88
2022-10-08 15:37:22,GET,STABLE/COOL,-44,0/440,25.37/25.5,25.5,26.88
2022-10-08 15:37:26,GET,STABLE/COOL,-44,0/443,25.34/25.5,25.34,26.81
2022-10-08 15:37:32,GET,STABLE/COOL,-40,0/450,25.34/25.5,25.5,26.88
2022-10-08 15:37:36,GET,STABLE/COOL,-44,0/453,25.5/25.5,25.5,26.88
2022-10-08 15:37:39,GET,STABLE/COOL,-44,0/457,25.5/25.5,25.5,26.88
2022-10-08 15:37:44,GET,STABLE/COOL,-45,0/461,25.36/25.5,25.43,26.88
2022-10-08 15:37:49,GET,STABLE/COOL,-45,0/466,25.37/25.49,25.49,26.88
2022-10-08 15:37:52,GET,STABLE/COOL,-45,0/469,25.37/25.5,25.48,26.88
2022-10-08 15:37:55,GET,STABLE/COOL,-45,0/473,25.37/25.5,25.48,26.88
2022-10-08 15:37:59,GET,STABLE/COOL,-45,0/476,25.37/25.5,25.44,26.88
2022-10-08 15:38:03,GET,STABLE/COOL,-45,0/480,25.47/25.5,25.5,26.88
2022-10-08 15:38:06,GET,STABLE/COOL,-46,0/483,25.37/25.5,25.49,26.88
2022-10-08 15:38:09,GET,STABLE/COOL,-46,0/486,25.37/25.5,25.48,26.88
2022-10-08 15:38:13,GET,STABLE/COOL,-46,0/490,25.49/25.5,25.5,26.94
2022-10-08 15:38:16,GET,STABLE/COOL,-46,0/493,25.37/25.5,25.5,26.88
2022-10-08 15:38:20,GET,STABLE/COOL,-46,0/497,25.37/25.5,25.5,26.88
2022-10-08 15:38:24,GET,STABLE/COOL,-46,0/501,25.5/25.5,25.5,26.88
2022-10-08 15:38:27,GET,STABLE/COOL,-47,0/504,25.38/25.5,25.47,26.88
2022-10-08 15:38:30,GET,STABLE/COOL,-47,0/508,25.37/25.49,25.48,26.94
2022-10-08 15:38:34,GET,STABLE/COOL,-47,0/511,25.37/25.5,25.48,26.94
2022-10-08 15:38:37,GET,STABLE/COOL,-47,0/515,25.37/25.5,25.47,26.94
2022-10-08 15:38:42,GET,STABLE/COOL,-47,0/519,25.37/25.5,25.5,26.94
2022-10-08 15:38:45,GET,STABLE/COOL,-47,0/523,25.37/25.5,25.47,26.94
2022-10-08 15:38:49,GET,STABLE/COOL,-48,0/526,25.36/25.49,25.49,26.94
2022-10-08 15:38:52,GET,STABLE/COOL,-48,0/529,25.5/25.5,25.5,26.94
2022-10-08 15:38:56,GET,STABLE/COOL,-48,0/533,25.5/25.5,25.5,26.88
2022-10-08 15:38:59,GET,STABLE/COOL,-48,0/536,25.36/25.5,25.36,26.88
2022-10-08 15:39:03,GET,STABLE/COOL,-48,0/540,25.43/25.5,25.5,26.88
2022-10-08 15:39:07,GET,STABLE/COOL,-48,0/545,25.5/25.5,25.5,26.94
2022-10-08 15:39:11,GET,STABLE/COOL,-49,0/548,25.5/25.5,25.5,26.94
2022-10-08 15:39:14,GET,STABLE/COOL,-49,0/552,25.5/25.5,25.5,26.94
2022-10-08 15:39:19,GET,STABLE/COOL,-49,0/556,25.5/25.5,25.5,26.94
2022-10-08 15:39:22,GET,STABLE/COOL,-49,0/560,25.5/25.5,25.5,26.94
2022-10-08 15:39:26,GET,STABLE/COOL,-49,0/563,25.38/25.5,25.48,26.94
2022-10-08 15:39:29,GET,STABLE/COOL,-49,0/566,25.49/25.5,25.5,26.94
2022-10-08 15:39:33,GET,STABLE/COOL,-50,0/570,25.5/25.5,25.5,26.94
2022-10-08 15:39:36,GET,STABLE/COOL,-50,0/573,25.5/25.5,25.5,26.94
2022-10-08 15:39:39,GET,STABLE/COOL,-50,0/577,25.5/25.5,25.5,27.0
2022-10-08 15:39:43,GET,STABLE/COOL,-50,0/580,25.5/25.5,25.5,27.0
2022-10-08 15:39:49,GET,STABLE/COOL,-50,0/586,25.5/25.5,25.5,26.94
2022-10-08 15:39:52,GET,STABLE/COOL,-51,0/589,25.5/25.5,25.5,27.0
2022-10-08 15:39:56,GET,STABLE/COOL,-51,0/593,25.5/25.5,25.5,27.0
2022-10-08 15:39:59,GET,STABLE/COOL,-51,0/596,25.38/25.5,25.48,27.0
2022-10-08 15:40:03,GET,STABLE/COOL,-51,0/600,25.37/25.5,25.37,27.0
2022-10-08 15:40:07,GET,STABLE/COOL,-51,0/604,25.44/25.5,25.5,26.94
2022-10-08 15:40:10,GET,STABLE/COOL,-51,0/608,25.5/25.5,25.5,27.0
2022-10-08 15:40:14,GET,STABLE/COOL,-52,0/611,25.5/25.5,25.5,27.0
2022-10-08 15:40:18,GET,STABLE/COOL,-52,0/615,25.5/25.5,25.5,26.94
2022-10-08 15:40:22,GET,STABLE/COOL,-52,0/619,25.5/25.5,25.5,27.0
2022-10-08 15:40:25,GET,STABLE/COOL,-52,0/622,25.5/25.5,25.5,27.0
2022-10-08 15:40:29,GET,STABLE/COOL,-52,0/626,25.5/25.5,25.5,27.0
2022-10-08 15:40:33,GET,STABLE/COOL,-53,0/630,25.5/25.5,25.5,27.0
2022-10-08 15:40:36,GET,STABLE/COOL,-53,0/634,25.5/25.5,25.5,27.0
2022-10-08 15:40:40,GET,STABLE/COOL,-53,0/637,25.5/25.5,25.5,27.0
2022-10-08 15:40:43,GET,STABLE/COOL,-53,0/640,25.5/25.5,25.5,27.0
2022-10-08 15:40:48,GET,STABLE/COOL,-53,0/645,25.38/25.5,25.5,27.0
2022-10-08 15:40:52,GET,STABLE/COOL,-53,0/649,25.5/25.5,25.5,27.0
2022-10-08 15:40:55,GET,STABLE/COOL,-54,0/652,25.5/25.5,25.5,27.0
2022-10-08 15:40:59,GET,STABLE/COOL,-54,0/656,25.5/25.5,25.5,27.0
2022-10-08 15:41:02,GET,STABLE/COOL,-54,0/659,25.5/25.5,25.5,27.06
2022-10-08 15:41:06,GET,STABLE/COOL,-54,0/663,25.5/25.5,25.5,27.06
2022-10-08 15:41:09,GET,STABLE/COOL,-54,0/666,25.5/25.5,25.5,27.0
2022-10-08 15:41:12,GET,STABLE/COOL,-54,0/670,25.5/25.5,25.5,27.0
2022-10-08 15:41:16,GET,STABLE/COOL,-55,0/673,25.5/25.5,25.5,27.0
2022-10-08 15:41:19,GET,STABLE/COOL,-55,0/676,25.5/25.5,25.5,27.06
2022-10-08 15:41:23,GET,STABLE/COOL,-55,0/680,25.5/25.5,25.5,27.06
2022-10-08 15:41:26,GET,STABLE/COOL,-55,0/683,25.5/25.5,25.5,27.06
2022-10-08 15:41:30,GET,STABLE/COOL,-55,0/687,25.5/25.5,25.5,27.06
2022-10-08 15:41:33,GET,STABLE/COOL,-55,0/690,25.5/25.5,25.5,27.06
2022-10-08 15:41:37,GET,STABLE/COOL,-56,0/694,25.5/25.5,25.5,27.06
2022-10-08 15:41:40,GET,STABLE/COOL,-56,0/697,25.5/25.5,25.5,27.06
2022-10-08 15:41:44,GET,STABLE/COOL,-56,0/701,25.5/25.5,25.5,27.06
2022-10-08 15:41:48,GET,STABLE/COOL,-56,0/705,25.5/25.5,25.5,27.06
2022-10-08 15:41:52,GET,STABLE/COOL,-56,0/709,25.5/25.5,25.5,27.06
2022-10-08 15:41:55,GET,STABLE/COOL,-57,0/712,25.5/25.5,25.5,27.12
2022-10-08 15:41:59,GET,STABLE/COOL,-60,0/716,25.5/25.5,25.5,27.06
2022-10-08 15:42:02,GET,STABLE/COOL,-57,0/719,25.5/25.5,25.5,27.06
2022-10-08 15:42:06,GET,STABLE/COOL,-57,0/723,25.5/25.5,25.5,27.06
2022-10-08 15:42:09,GET,STABLE/COOL,-57,0/726,25.5/25.5,25.5,27.12
2022-10-08 15:42:12,GET,STABLE/COOL,-61,0/730,25.5/25.5,25.5,27.06
2022-10-08 15:42:16,GET,STABLE/COOL,-58,0/733,25.5/25.5,25.5,27.06
2022-10-08 15:42:19,GET,STABLE/COOL,-58,0/737,25.5/25.5,25.5,27.06
2022-10-08 15:42:23,GET,STABLE/COOL,-58,0/740,25.5/25.5,25.5,27.12
2022-10-08 15:42:27,GET,STABLE/COOL,-62,0/744,25.5/25.5,25.5,27.12
2022-10-08 15:42:31,GET,STABLE/COOL,-62,0/748,25.5/25.5,25.5,27.12
2022-10-08 15:42:34,GET,STABLE/COOL,-62,0/751,25.5/25.5,25.5,27.12
2022-10-08 15:42:38,GET,STABLE/COOL,-62,0/755,25.5/25.5,25.5,27.06
2022-10-08 15:42:41,GET,STABLE/COOL,-59,0/758,25.5/25.5,25.5,27.06
2022-10-08 15:42:45,GET,STABLE/COOL,-59,0/762,25.5/25.5,25.5,27.12
2022-10-08 15:42:48,GET,STABLE/COOL,-63,0/765,25.5/25.5,25.5,27.12
2022-10-08 15:42:51,GET,STABLE/COOL,-63,0/769,25.5/25.5,25.5,27.12
2022-10-08 15:42:55,GET,STABLE/COOL,-63,0/772,25.5/25.5,25.5,27.12
2022-10-08 15:42:58,GET,STABLE/COOL,-63,0/776,25.5/25.5,25.5,27.12
2022-10-08 15:43:02,GET,STABLE/COOL,-64,0/779,25.5/25.5,25.5,27.12
2022-10-08 15:43:06,GET,STABLE/COOL,-64,0/783,25.5/25.5,25.5,27.06
2022-10-08 15:43:09,GET,STABLE/COOL,-60,0/786,25.5/25.5,25.5,27.12
2022-10-08 15:43:13,GET,STABLE/COOL,-64,0/790,25.5/25.5,25.5,27.12
2022-10-08 15:43:16,GET,STABLE/COOL,-64,0/793,25.5/25.5,25.5,27.19
2022-10-08 15:43:20,GET,STABLE/COOL,-64,0/797,25.5/25.5,25.5,27.12
2022-10-08 15:43:23,GET,STABLE/COOL,-65,0/801,25.5/25.5,25.5,27.12
2022-10-08 15:43:28,GET,STABLE/COOL,-65,0/805,25.5/25.5,25.5,27.19
2022-10-08 15:43:31,GET,STABLE/COOL,-65,0/809,25.5/25.5,25.5,27.19
2022-10-08 15:43:35,GET,STABLE/COOL,-65,0/812,25.5/25.5,25.5,27.19
2022-10-08 15:43:38,GET,STABLE/COOL,-65,0/815,25.5/25.5,25.5,27.19
2022-10-08 15:43:42,GET,STABLE/COOL,-65,0/819,25.5/25.5,25.5,27.19
2022-10-08 15:43:45,GET,STABLE/COOL,-66,0/822,25.5/25.5,25.5,27.12
2022-10-08 15:43:49,GET,STABLE/COOL,-66,0/826,25.5/25.5,25.5,27.19
2022-10-08 15:43:52,GET,STABLE/COOL,-66,0/829,25.5/25.5,25.5,27.19
2022-10-08 15:43:56,GET,STABLE/COOL,-66,0/833,25.5/25.5,25.5,27.19
2022-10-08 15:43:59,GET,STABLE/COOL,-67,0/836,25.5/25.62,25.53,27.19
2022-10-08 15:44:03,GET,STABLE/COOL,-67,0/840,25.5/25.52,25.5,27.19
